,year,country of asylum,country of origin,population type,begin year total,end year total,total movement
825,2015,BRA,STA,REF,8.0,10.0,2.0
826,2015,BRA,SUD,REF,48.0,58.0,10.0
828,2015,BRA,SYR,REF,1739.0,2271.0,532.0
829,2015,BRA,TAN,REF,5.0,5.0,0.0
830,2015,BRA,TOG,REF,8.0,17.0,9.0
835,2015,BRA,VEN,REF,14.0,17.0,3.0
839,2015,BSN,ERT,REF,0.0,0.0,0.0
840,2015,BSN,GAZ,REF,5.0,5.0,0.0
841,2015,BSN,HRV,REF,6703.0,6679.0,-24.0
850,2015,BSN,SRB,REF,140.0,86.0,-54.0
851,2015,BSN,SYR,REF,25.0,14.0,-11.0
852,2015,BUL,AFG,REF,212.0,197.0,-15.0
856,2015,BUL,ARE,REF,14.0,8.0,-6.0
857,2015,BUL,ARM,REF,25.0,25.0,0.0
861,2015,BUL,BGD,REF,8.0,7.0,-1.0
864,2015,BUL,COB,REF,7.0,7.0,0.0
867,2015,BUL,ERT,REF,5.0,5.0,0.0
868,2015,BUL,ETH,REF,12.0,12.0,0.0
875,2015,BUL,IRN,REF,73.0,72.0,-1.0
876,2015,BUL,IRQ,REF,1207.0,1339.0,132.0
877,2015,BUL,JOR,REF,6.0,7.0,1.0
880,2015,BUL,LEB,REF,17.0,18.0,1.0
886,2015,BUL,PAK,REF,6.0,7.0,1.0
890,2015,BUL,SOM,REF,56.0,46.0,-10.0
892,2015,BUL,STA,REF,821.0,913.0,92.0
893,2015,BUL,SUD,REF,20.0,20.0,0.0
894,2015,BUL,SYR,REF,8501.0,13819.0,5318.0
897,2015,BUL,TUR,REF,16.0,11.0,-5.0
904,2015,BZE,CUB,REF,0.0,0.0,0.0
906,2015,BZE,NEP,REF,0.0,0.0,0.0
907,2015,BZE,SAL,REF,10.0,34.0,24.0
910,2015,CAM,LKA,REF,5.0,5.0,0.0
911,2015,CAM,MYA,REF,21.0,19.0,-2.0
914,2015,CAM,SRV,REF,33.0,45.0,12.0
916,2015,CAM,THA,REF,0.0,0.0,0.0
917,2015,CAN,AFG,REF,2704.0,2890.0,186.0
918,2015,CAN,ALB,REF,1530.0,1243.0,-287.0
919,2015,CAN,ALG,REF,346.0,355.0,9.0
920,2015,CAN,ANG,REF,445.0,226.0,-219.0
921,2015,CAN,ANT,REF,48.0,51.0,3.0
922,2015,CAN,ARE,REF,684.0,352.0,-332.0
923,2015,CAN,ARG,REF,191.0,85.0,-106.0
924,2015,CAN,ARM,REF,189.0,180.0,-9.0
925,2015,CAN,AUL,REF,6.0,6.0,0.0
927,2015,CAN,AZE,REF,455.0,291.0,-164.0
928,2015,CAN,BAH,REF,10.0,15.0,5.0
929,2015,CAN,BAR,REF,82.0,95.0,13.0
930,2015,CAN,BDI,REF,2114.0,2074.0,-40.0
931,2015,CAN,BEL,REF,16.0,16.0,0.0
932,2015,CAN,BEN,REF,50.0,46.0,-4.0
933,2015,CAN,BGD,REF,1483.0,1112.0,-371.0
934,2015,CAN,BHS,REF,26.0,31.0,5.0
935,2015,CAN,BHU,REF,22.0,22.0,0.0
936,2015,CAN,BKF,REF,136.0,124.0,-12.0
937,2015,CAN,BLR,REF,227.0,182.0,-45.0
938,2015,CAN,BOL,REF,126.0,105.0,-21.0
939,2015,CAN,BOT,REF,218.0,284.0,66.0
940,2015,CAN,BRA,REF,172.0,124.0,-48.0
942,2015,CAN,BSN,REF,83.0,64.0,-19.0
943,2015,CAN,BUL,REF,668.0,432.0,-236.0
944,2015,CAN,BZE,REF,9.0,10.0,1.0
945,2015,CAN,CAM,REF,162.0,153.0,-9.0
946,2015,CAN,CAR,REF,67.0,53.0,-14.0
947,2015,CAN,CHD,REF,474.0,415.0,-59.0
948,2015,CAN,CHI,REF,13231.0,11415.0,-1816.0
949,2015,CAN,CHL,REF,124.0,102.0,-22.0
950,2015,CAN,CMR,REF,985.0,1103.0,118.0
951,2015,CAN,COB,REF,229.0,201.0,-28.0
952,2015,CAN,COD,REF,3544.0,3316.0,-228.0
954,2015,CAN,COL,REF,16428.0,13666.0,-2762.0
955,2015,CAN,COS,REF,229.0,190.0,-39.0
956,2015,CAN,CUB,REF,1618.0,1512.0,-106.0
958,2015,CAN,CZE,REF,254.0,259.0,5.0
959,2015,CAN,DEN,REF,6.0,6.0,0.0
960,2015,CAN,DJB,REF,310.0,350.0,40.0
961,2015,CAN,DMA,REF,23.0,18.0,-5.0
962,2015,CAN,DOM,REF,169.0,172.0,3.0
963,2015,CAN,ECU,REF,208.0,176.0,-32.0
964,2015,CAN,EGU,REF,11.0,8.0,-3.0
965,2015,CAN,ERT,REF,1750.0,1811.0,61.0
966,2015,CAN,EST,REF,15.0,10.0,-5.0
967,2015,CAN,ETH,REF,2155.0,2047.0,-108.0
968,2015,CAN,FIJ,REF,157.0,127.0,-30.0
970,2015,CAN,FRA,REF,36.0,42.0,6.0
971,2015,CAN,GAB,REF,56.0,47.0,-9.0
972,2015,CAN,GAM,REF,78.0,82.0,4.0
973,2015,CAN,GAZ,REF,634.0,534.0,-100.0
974,2015,CAN,GBR,REF,63.0,60.0,-3.0
975,2015,CAN,GEO,REF,474.0,449.0,-25.0
976,2015,CAN,GFR,REF,87.0,81.0,-6.0
977,2015,CAN,GHA,REF,352.0,301.0,-51.0
978,2015,CAN,GNB,REF,18.0,15.0,-3.0
979,2015,CAN,GRE,REF,24.0,24.0,0.0
980,2015,CAN,GRN,REF,294.0,239.0,-55.0
981,2015,CAN,GUA,REF,907.0,935.0,28.0
982,2015,CAN,GUI,REF,700.0,648.0,-52.0
983,2015,CAN,GUY,REF,563.0,391.0,-172.0
984,2015,CAN,HAI,REF,8422.0,8807.0,385.0
985,2015,CAN,HKG,REF,20.0,28.0,8.0
986,2015,CAN,HON,REF,808.0,889.0,81.0
987,2015,CAN,HRV,REF,88.0,96.0,8.0
988,2015,CAN,HUN,REF,828.0,973.0,145.0
989,2015,CAN,ICO,REF,431.0,398.0,-33.0
990,2015,CAN,IND,REF,4292.0,3712.0,-580.0
991,2015,CAN,INS,REF,336.0,308.0,-28.0
993,2015,CAN,IRN,REF,2834.0,2639.0,-195.0
994,2015,CAN,IRQ,REF,1643.0,1892.0,249.0
995,2015,CAN,ISR,REF,628.0,494.0,-134.0
996,2015,CAN,ITA,REF,16.0,18.0,2.0
997,2015,CAN,JAM,REF,733.0,813.0,80.0
998,2015,CAN,JOR,REF,402.0,383.0,-19.0
999,2015,CAN,JPN,REF,23.0,23.0,0.0
1000,2015,CAN,KAZ,REF,135.0,114.0,-21.0
1001,2015,CAN,KEN,REF,937.0,815.0,-122.0
1002,2015,CAN,KGZ,REF,96.0,82.0,-14.0
1004,2015,CAN,KOR,REF,239.0,174.0,-65.0
1005,2015,CAN,KRN,REF,126.0,300.0,174.0
1006,2015,CAN,KUW,REF,38.0,38.0,0.0
1008,2015,CAN,LBR,REF,153.0,139.0,-14.0
1009,2015,CAN,LBY,REF,243.0,230.0,-13.0
1010,2015,CAN,LCA,REF,906.0,992.0,86.0
1011,2015,CAN,LEB,REF,1024.0,867.0,-157.0
1012,2015,CAN,LES,REF,6.0,6.0,0.0
1013,2015,CAN,LKA,REF,10745.0,8807.0,-1938.0
1014,2015,CAN,LTU,REF,91.0,62.0,-29.0
1015,2015,CAN,LVA,REF,68.0,62.0,-6.0
1016,2015,CAN,MAD,REF,16.0,16.0,0.0
1017,2015,CAN,MAU,REF,265.0,287.0,22.0
1018,2015,CAN,MCD,REF,100.0,92.0,-8.0
1019,2015,CAN,MDA,REF,195.0,179.0,-16.0
1021,2015,CAN,MEX,REF,6762.0,6414.0,-348.0
1022,2015,CAN,MLI,REF,73.0,74.0,1.0
1023,2015,CAN,MLS,REF,149.0,91.0,-58.0
1024,2015,CAN,MLW,REF,31.0,29.0,-2.0
1025,2015,CAN,MNE,REF,19.0,21.0,2.0
1026,2015,CAN,MNG,REF,130.0,131.0,1.0
1027,2015,CAN,MOR,REF,168.0,167.0,-1.0
1028,2015,CAN,MOZ,REF,6.0,6.0,0.0
1031,2015,CAN,MYA,REF,264.0,223.0,-41.0
1032,2015,CAN,NAM,REF,207.0,282.0,75.0
1033,2015,CAN,NEP,REF,1223.0,1304.0,81.0
1034,2015,CAN,NET,REF,38.0,44.0,6.0
1035,2015,CAN,NGR,REF,84.0,85.0,1.0
1036,2015,CAN,NIC,REF,141.0,142.0,1.0
1037,2015,CAN,NIG,REF,4683.0,4502.0,-181.0
1040,2015,CAN,OMN,REF,14.0,13.0,-1.0
1041,2015,CAN,PAK,REF,8613.0,7207.0,-1406.0
1042,2015,CAN,PAN,REF,40.0,39.0,-1.0
1043,2015,CAN,PAR,REF,43.0,42.0,-1.0
1044,2015,CAN,PER,REF,1505.0,1080.0,-425.0
1045,2015,CAN,PHI,REF,301.0,277.0,-24.0
1047,2015,CAN,POL,REF,259.0,175.0,-84.0
1048,2015,CAN,POR,REF,10.0,9.0,-1.0
1049,2015,CAN,QAT,REF,8.0,6.0,-2.0
1050,2015,CAN,ROM,REF,460.0,334.0,-126.0
1051,2015,CAN,RSA,REF,51.0,52.0,1.0
1052,2015,CAN,RUS,REF,1315.0,1178.0,-137.0
1053,2015,CAN,RWA,REF,1647.0,1620.0,-27.0
1054,2015,CAN,SAL,REF,1301.0,1403.0,102.0
1055,2015,CAN,SAU,REF,119.0,101.0,-18.0
1056,2015,CAN,SEN,REF,216.0,241.0,25.0
1057,2015,CAN,SEY,REF,10.0,9.0,-1.0
1058,2015,CAN,SIN,REF,29.0,27.0,-2.0
1059,2015,CAN,SLE,REF,158.0,121.0,-37.0
1061,2015,CAN,SOL,REF,39.0,39.0,0.0
1062,2015,CAN,SOM,REF,2821.0,2531.0,-290.0
1063,2015,CAN,SPA,REF,22.0,25.0,3.0
1064,2015,CAN,SRB,REF,429.0,398.0,-31.0
1065,2015,CAN,SRV,REF,126.0,114.0,-12.0
1067,2015,CAN,STA,REF,1583.0,1503.0,-80.0
1068,2015,CAN,STK,REF,15.0,20.0,5.0
1069,2015,CAN,SUD,REF,671.0,509.0,-162.0
1070,2015,CAN,SUR,REF,8.0,8.0,0.0
1071,2015,CAN,SVK,REF,39.0,63.0,24.0
1072,2015,CAN,SVN,REF,9.0,9.0,0.0
1073,2015,CAN,SWA,REF,101.0,134.0,33.0
1075,2015,CAN,SWI,REF,11.0,11.0,0.0
1076,2015,CAN,SYR,REF,705.0,1513.0,808.0
1077,2015,CAN,TAN,REF,320.0,257.0,-63.0
1078,2015,CAN,THA,REF,36.0,33.0,-3.0
1079,2015,CAN,TIB,REF,58.0,58.0,0.0
1080,2015,CAN,TJK,REF,59.0,53.0,-6.0
1081,2015,CAN,TKM,REF,22.0,18.0,-4.0
1082,2015,CAN,TOG,REF,224.0,188.0,-36.0
1083,2015,CAN,TRT,REF,264.0,243.0,-21.0
1084,2015,CAN,TUN,REF,199.0,199.0,0.0
1085,2015,CAN,TUR,REF,2863.0,1991.0,-872.0
1086,2015,CAN,UAE,REF,31.0,29.0,-2.0
1087,2015,CAN,UGA,REF,804.0,713.0,-91.0
1088,2015,CAN,UKR,REF,1468.0,1314.0,-154.0
1089,2015,CAN,URU,REF,106.0,73.0,-33.0
1090,2015,CAN,USA,REF,4687.0,4576.0,-111.0
1091,2015,CAN,UZB,REF,271.0,271.0,0.0
1092,2015,CAN,VAR,REF,59.0,272.0,213.0
1093,2015,CAN,VCT,REF,1723.0,1778.0,55.0
1094,2015,CAN,VEN,REF,849.0,729.0,-120.0
1095,2015,CAN,YEM,REF,239.0,215.0,-24.0
1096,2015,CAN,ZAM,REF,60.0,48.0,-12.0
1097,2015,CAN,ZIM,REF,2767.0,2368.0,-399.0
1098,2015,CAR,ANG,REF,15.0,15.0,0.0
1099,2015,CAR,BDI,REF,26.0,26.0,0.0
1100,2015,CAR,BKF,REF,7.0,7.0,0.0
1101,2015,CAR,CHD,REF,207.0,237.0,30.0
1103,2015,CAR,COB,REF,10.0,10.0,0.0
1104,2015,CAR,COD,REF,5342.0,4798.0,-544.0
1105,2015,CAR,GUI,REF,0.0,5.0,5.0
1106,2015,CAR,ICO,REF,14.0,14.0,0.0
1107,2015,CAR,LBR,REF,9.0,10.0,1.0
1108,2015,CAR,NGR,REF,0.0,0.0,0.0
1109,2015,CAR,RWA,REF,177.0,173.0,-4.0
1110,2015,CAR,SLE,REF,0.0,0.0,0.0
1112,2015,CAR,SUD,REF,1880.0,1987.0,107.0
1123,2015,CHD,CAR,REF,91783.0,63397.0,-28386.0
1124,2015,CHD,CMR,REF,5.0,8.0,3.0
1125,2015,CHD,COB,REF,11.0,11.0,0.0
1126,2015,CHD,COD,REF,337.0,185.0,-152.0
1127,2015,CHD,ERT,REF,38.0,39.0,1.0
1128,2015,CHD,ETH,REF,6.0,5.0,-1.0
1129,2015,CHD,GHA,REF,0.0,0.0,0.0
1131,2015,CHD,ICO,REF,7.0,7.0,0.0
1134,2015,CHD,LBY,REF,0.0,0.0,0.0
1137,2015,CHD,NIG,REF,2930.0,5689.0,2759.0
1138,2015,CHD,RWA,REF,22.0,13.0,-9.0
1139,2015,CHD,SOM,REF,12.0,12.0,0.0
1141,2015,CHD,SUD,REF,357711.0,299750.0,-57961.0
1142,2015,CHD,SYR,REF,15.0,6.0,-9.0
1145,2015,CHI,AFG,REF,7.0,7.0,0.0
1150,2015,CHI,GAZ,REF,5.0,5.0,0.0
1151,2015,CHI,IRN,REF,0.0,0.0,0.0
1155,2015,CHI,RWA,REF,0.0,0.0,0.0
1157,2015,CHI,SOM,REF,120.0,117.0,-3.0
1158,2015,CHI,SRV,REF,300896.0,300896.0,0.0
1159,2015,CHI,SYR,REF,5.0,14.0,9.0
1163,2015,CHL,AFG,REF,14.0,14.0,0.0
1167,2015,CHL,COB,REF,8.0,8.0,0.0
1168,2015,CHL,COD,REF,5.0,9.0,4.0
1169,2015,CHL,COL,REF,996.0,1054.0,58.0
1171,2015,CHL,CUB,REF,18.0,19.0,1.0
1172,2015,CHL,ECU,REF,18.0,18.0,0.0
1173,2015,CHL,GAZ,REF,119.0,119.0,0.0
1178,2015,CHL,LKA,REF,6.0,6.0,0.0
1180,2015,CHL,PER,REF,118.0,118.0,0.0
1185,2015,CHL,SYR,REF,6.0,13.0,7.0
1187,2015,CHL,VAR,REF,441.0,441.0,0.0
1189,2015,CMR,ANG,REF,12.0,12.0,0.0
1190,2015,CMR,BDI,REF,67.0,61.0,-6.0
1193,2015,CMR,CAR,REF-like,1254.0,0.0,-1254.0
1194,2015,CMR,CAR,REF,219448.0,267463.0,48015.0
1195,2015,CMR,CHD,REF,1738.0,1798.0,60.0
1196,2015,CMR,COB,REF,62.0,58.0,-4.0
1197,2015,CMR,COD,REF,472.0,512.0,40.0
1198,2015,CMR,EGU,REF,10.0,5.0,-5.0
1202,2015,CMR,GUI,REF,13.0,13.0,0.0
1203,2015,CMR,ICO,REF,112.0,121.0,9.0
1205,2015,CMR,LBR,REF,10.0,14.0,4.0
1209,2015,CMR,NIG,REF-like,36383.0,15852.0,-20531.0
1210,2015,CMR,NIG,REF,3585.0,55988.0,52403.0
1211,2015,CMR,RWA,REF,825.0,858.0,33.0
1212,2015,CMR,SEN,REF,0.0,0.0,0.0
1213,2015,CMR,SOM,REF,0.0,0.0,0.0
1214,2015,CMR,SSD,REF,9.0,17.0,8.0
1215,2015,CMR,SUD,REF,86.0,145.0,59.0
1218,2015,CMR,TOG,REF,11.0,13.0,2.0
1220,2015,COB,ANG,REF,467.0,303.0,-164.0
1221,2015,COB,BDI,REF,96.0,89.0,-7.0
1222,2015,COB,CAR,REF,21695.0,23664.0,1969.0
1223,2015,COB,CHD,REF,45.0,36.0,-9.0
1225,2015,COB,COD,REF,23376.0,12267.0,-11109.0
1229,2015,COB,LKA,REF,0.0,0.0,0.0
1233,2015,COB,RWA,REF,9104.0,8549.0,-555.0
1235,2015,COB,SUD,REF,31.0,24.0,-7.0
1239,2015,COD,ANG,REF,558.0,561.0,3.0
1240,2015,COD,BDI,REF,9259.0,23163.0,13904.0
1241,2015,COD,CAR,REF,68165.0,107929.0,39764.0
1244,2015,COD,COB,REF,671.0,699.0,28.0
1245,2015,COD,ERT,REF,0.0,0.0,0.0
1248,2015,COD,ICO,REF,9.0,9.0,0.0
1250,2015,COD,LBR,REF,8.0,8.0,0.0
1251,2015,COD,RWA,REF,38028.0,245052.0,207024.0
1253,2015,COD,SOM,REF,31.0,34.0,3.0
1254,2015,COD,SSD,REF,1790.0,5597.0,3807.0
1255,2015,COD,SUD,REF,0.0,0.0,0.0
1257,2015,COD,UGA,REF,1213.0,26.0,-1187.0
1264,2015,COL,COD,REF,0.0,0.0,0.0
1265,2015,COL,CUB,REF,62.0,62.0,0.0
1266,2015,COL,DOM,REF,0.0,0.0,0.0
1267,2015,COL,ECU,REF,9.0,9.0,0.0
1269,2015,COL,ETH,REF,16.0,17.0,1.0
1273,2015,COL,HUN,REF,7.0,7.0,0.0
1280,2015,COL,NIC,REF,14.0,14.0,0.0
1283,2015,COL,ROM,REF,7.0,7.0,0.0
1284,2015,COL,RUS,REF,0.0,0.0,0.0
1286,2015,COL,SAL,REF,7.0,7.0,0.0
1288,2015,COL,SOM,REF,11.0,11.0,0.0
1289,2015,COL,SRB,REF,7.0,7.0,0.0
1294,2015,COL,VEN,REF,27.0,39.0,12.0
1306,2015,COS,COL,REF,10367.0,2247.0,-8120.0
1307,2015,COS,COL,REF-like,6256.0,0.0,-6256.0
1308,2015,COS,CUB,REF,858.0,372.0,-486.0
1310,2015,COS,DOM,REF,6.0,0.0,-6.0
1316,2015,COS,GUA,REF,49.0,22.0,-27.0
1317,2015,COS,HAI,REF,38.0,12.0,-26.0
1318,2015,COS,HON,REF,73.0,58.0,-15.0
1323,2015,COS,ISR,REF,16.0,0.0,-16.0
1328,2015,COS,NIC,REF,605.0,452.0,-153.0
1329,2015,COS,NIG,REF,28.0,20.0,-8.0
1332,2015,COS,PER,REF,228.0,15.0,-213.0
1335,2015,COS,RUS,REF,21.0,19.0,-2.0
1336,2015,COS,SAL,REF,222.0,203.0,-19.0
1338,2015,COS,SOM,REF,15.0,7.0,-8.0
1340,2015,COS,SYR,REF,5.0,8.0,3.0
1342,2015,COS,UKR,REF,21.0,12.0,-9.0
1345,2015,COS,VAR,REF-like,1564.0,0.0,-1564.0
1347,2015,COS,VEN,REF,234.0,141.0,-93.0
1348,2015,CUB,AFG,REF,5.0,14.0,9.0
1350,2015,CUB,DJB,REF,0.0,0.0,0.0
1359,2015,CUB,SYR,REF,20.0,41.0,21.0
1360,2015,CUB,WSH,REF,246.0,181.0,-65.0
1362,2015,CUW,COL,REF,27.0,34.0,7.0
1364,2015,CUW,JAM,REF,7.0,7.0,0.0
1367,2015,CYP,AFG,REF,7.0,7.0,0.0
1369,2015,CYP,ARE,REF,77.0,84.0,7.0
1370,2015,CYP,ARM,REF,23.0,26.0,3.0
1373,2015,CYP,BSN,REF,15.0,15.0,0.0
1376,2015,CYP,CMR,REF,11.0,19.0,8.0
1377,2015,CYP,COD,REF,13.0,17.0,4.0
1380,2015,CYP,ERT,REF,5.0,5.0,0.0
1382,2015,CYP,GAZ,REF,1739.0,1786.0,47.0
1383,2015,CYP,GEO,REF,85.0,85.0,0.0
1389,2015,CYP,IRN,REF,470.0,502.0,32.0
1390,2015,CYP,IRQ,REF,682.0,760.0,78.0
1391,2015,CYP,JOR,REF,16.0,29.0,13.0
1396,2015,CYP,LEB,REF,36.0,39.0,3.0
1397,2015,CYP,LKA,REF,23.0,25.0,2.0
1399,2015,CYP,MDA,REF,18.0,18.0,0.0
1403,2015,CYP,NIG,REF,8.0,8.0,0.0
1404,2015,CYP,PAK,REF,17.0,17.0,0.0
1405,2015,CYP,PHI,REF,8.0,8.0,0.0
1406,2015,CYP,RUS,REF,60.0,64.0,4.0
1408,2015,CYP,SLE,REF,20.0,22.0,2.0
1409,2015,CYP,SOM,REF,33.0,39.0,6.0
1410,2015,CYP,SRB,REF,59.0,59.0,0.0
1413,2015,CYP,SUD,REF,6.0,8.0,2.0
1414,2015,CYP,SYR,REF,1451.0,3110.0,1659.0
1416,2015,CYP,TUR,REF,164.0,170.0,6.0
1417,2015,CYP,UKR,REF,29.0,29.0,0.0
1420,2015,CZE,AFG,REF,228.0,234.0,6.0
1421,2015,CZE,ALB,REF,11.0,6.0,-5.0
1423,2015,CZE,ANG,REF,18.0,19.0,1.0
1425,2015,CZE,ARM,REF,67.0,69.0,2.0
1426,2015,CZE,AZE,REF,27.0,31.0,4.0
1430,2015,CZE,BLR,REF,375.0,364.0,-11.0
1431,2015,CZE,BSN,REF,9.0,13.0,4.0
1432,2015,CZE,BUL,REF,15.0,16.0,1.0
1433,2015,CZE,CAM,REF,0.0,0.0,0.0
1435,2015,CZE,CHI,REF,14.0,13.0,-1.0
1436,2015,CZE,CMR,REF,6.0,6.0,0.0
1438,2015,CZE,COD,REF,26.0,21.0,-5.0
1439,2015,CZE,CUB,REF,165.0,228.0,63.0
1442,2015,CZE,ERT,REF,11.0,17.0,6.0
1443,2015,CZE,ETH,REF,9.0,10.0,1.0
1446,2015,CZE,GEO,REF,38.0,34.0,-4.0
1447,2015,CZE,GHA,REF,11.0,11.0,0.0
1448,2015,CZE,GUI,REF,6.0,7.0,1.0
1452,2015,CZE,IRN,REF,25.0,26.0,1.0
1453,2015,CZE,IRQ,REF,163.0,199.0,36.0
1456,2015,CZE,KAZ,REF,198.0,234.0,36.0
1457,2015,CZE,KGZ,REF,25.0,21.0,-4.0
1459,2015,CZE,LBY,REF,7.0,9.0,2.0
1461,2015,CZE,LKA,REF,13.0,14.0,1.0
1463,2015,CZE,MDA,REF,18.0,25.0,7.0
1467,2015,CZE,MYA,REF,159.0,160.0,1.0
1469,2015,CZE,NIG,REF,10.0,13.0,3.0
1470,2015,CZE,PAK,REF,20.0,20.0,0.0
1471,2015,CZE,ROM,REF,43.0,81.0,38.0
1473,2015,CZE,RUS,REF,333.0,319.0,-14.0
1477,2015,CZE,SLE,REF,5.0,5.0,0.0
1478,2015,CZE,SOM,REF,22.0,22.0,0.0
1479,2015,CZE,SRB,REF,52.0,9.0,-43.0
1480,2015,CZE,SRV,REF,68.0,70.0,2.0
1481,2015,CZE,STA,REF,167.0,201.0,34.0
1482,2015,CZE,SUD,REF,19.0,17.0,-2.0
1483,2015,CZE,SYR,REF,236.0,365.0,129.0
1485,2015,CZE,TKM,REF,5.0,5.0,0.0
1488,2015,CZE,TUR,REF,6.0,8.0,2.0
1490,2015,CZE,UKR,REF,292.0,444.0,152.0
1491,2015,CZE,UZB,REF,93.0,99.0,6.0
1492,2015,CZE,VAR,REF,64.0,109.0,45.0
1494,2015,DEN,AFG,REF,2130.0,2166.0,36.0
1495,2015,DEN,ALB,REF,20.0,20.0,0.0
1496,2015,DEN,ALG,REF,9.0,9.0,0.0
1498,2015,DEN,ARE,REF,0.0,6.0,6.0
1499,2015,DEN,ARM,REF,74.0,73.0,-1.0
1500,2015,DEN,AZE,REF,76.0,59.0,-17.0
1501,2015,DEN,BDI,REF,16.0,6.0,-10.0
1503,2015,DEN,BGD,REF,14.0,16.0,2.0
1511,2015,DEN,CHI,REF,25.0,21.0,-4.0
1512,2015,DEN,CMR,REF,5.0,6.0,1.0
1514,2015,DEN,COD,REF,91.0,90.0,-1.0
1518,2015,DEN,ERT,REF,319.0,3213.0,2894.0
1519,2015,DEN,ETH,REF,32.0,65.0,33.0
1521,2015,DEN,GAZ,REF,125.0,95.0,-30.0
1527,2015,DEN,ICO,REF,12.0,12.0,0.0
1528,2015,DEN,IND,REF,13.0,13.0,0.0
1530,2015,DEN,IRN,REF,1912.0,2009.0,97.0
1531,2015,DEN,IRQ,REF,967.0,938.0,-29.0
1534,2015,DEN,KEN,REF,6.0,6.0,0.0
1535,2015,DEN,KGZ,REF,5.0,5.0,0.0
1539,2015,DEN,LBY,REF,16.0,15.0,-1.0
1540,2015,DEN,LEB,REF,25.0,24.0,-1.0
1541,2015,DEN,LKA,REF,81.0,81.0,0.0
1546,2015,DEN,MOR,REF,8.0,8.0,0.0
1547,2015,DEN,MYA,REF,58.0,54.0,-4.0
1548,2015,DEN,NEP,REF,7.0,7.0,0.0
1549,2015,DEN,NIG,REF,14.0,14.0,0.0
1550,2015,DEN,PAK,REF,51.0,60.0,9.0
1554,2015,DEN,RUS,REF,1051.0,1026.0,-25.0
1555,2015,DEN,RWA,REF,21.0,17.0,-4.0
1558,2015,DEN,SOM,REF,1134.0,1260.0,126.0
1559,2015,DEN,SRB,REF,468.0,313.0,-155.0
1562,2015,DEN,STA,REF,1065.0,1958.0,893.0
1563,2015,DEN,SUD,REF,67.0,66.0,-1.0
1564,2015,DEN,SYR,REF,7253.0,12988.0,5735.0
1567,2015,DEN,TJK,REF,5.0,5.0,0.0
1569,2015,DEN,TUR,REF,8.0,6.0,-2.0
1570,2015,DEN,UGA,REF,40.0,62.0,22.0
1571,2015,DEN,UKR,REF,12.0,15.0,3.0
1573,2015,DEN,UZB,REF,11.0,11.0,0.0
1574,2015,DEN,VAR,REF,389.0,375.0,-14.0
1578,2015,DEN,ZIM,REF,9.0,8.0,-1.0
1580,2015,DJB,ERT,REF,303.0,319.0,16.0
1581,2015,DJB,ETH,REF,487.0,522.0,35.0
1584,2015,DJB,KEN,REF,10.0,10.0,0.0
1587,2015,DJB,SOM,REF,19720.0,12323.0,-7397.0
1594,2015,DOM,HAI,REF,603.0,600.0,-3.0
1598,2015,ECU,AFG,REF,112.0,112.0,0.0
1599,2015,ECU,ALB,REF,6.0,6.0,0.0
1610,2015,ECU,CHI,REF,12.0,12.0,0.0
1611,2015,ECU,CHL,REF,5.0,5.0,0.0
1614,2015,ECU,COL,REF-like,68344.0,68344.0,0.0
1615,2015,ECU,COL,REF,52973.0,52341.0,-632.0
1616,2015,ECU,CUB,REF,229.0,229.0,0.0
1618,2015,ECU,ERT,REF,11.0,11.0,0.0
1621,2015,ECU,GAZ,REF,9.0,9.0,0.0
1625,2015,ECU,GUI,REF,9.0,9.0,0.0
1626,2015,ECU,HAI,REF,22.0,22.0,0.0
1629,2015,ECU,IRN,REF,24.0,24.0,0.0
1630,2015,ECU,IRQ,REF,36.0,36.0,0.0
1634,2015,ECU,LBR,REF,6.0,6.0,0.0
1635,2015,ECU,LEB,REF,6.0,6.0,0.0
1636,2015,ECU,LKA,REF,16.0,16.0,0.0
1640,2015,ECU,NEP,REF,5.0,5.0,0.0
1643,2015,ECU,NIG,REF,25.0,25.0,0.0
1644,2015,ECU,PAK,REF,29.0,29.0,0.0
1647,2015,ECU,PER,REF,93.0,93.0,0.0
1649,2015,ECU,RUS,REF,29.0,29.0,0.0
1650,2015,ECU,SAL,REF,0.0,0.0,0.0
1653,2015,ECU,SOM,REF,7.0,7.0,0.0
1655,2015,ECU,SRB,REF,14.0,14.0,0.0
1658,2015,ECU,SUD,REF,5.0,5.0,0.0
1660,2015,ECU,SYR,REF,13.0,17.0,4.0
1665,2015,ECU,UKR,REF,0.0,0.0,0.0
1667,2015,ECU,USA,REF,6.0,6.0,0.0
1669,2015,ECU,VAR,REF,16.0,16.0,0.0
1670,2015,ECU,VEN,REF,7.0,7.0,0.0
1671,2015,ECU,WSH,REF,5.0,5.0,0.0
1672,2015,ECU,ZIM,REF,5.0,5.0,0.0
1673,2015,ERT,ETH,REF,26.0,26.0,0.0
1674,2015,ERT,SOM,REF,2758.0,2485.0,-273.0
1675,2015,ERT,SSD,REF,15.0,10.0,-5.0
1676,2015,ERT,SUD,REF,99.0,28.0,-71.0
1677,2015,ERT,YEM,REF,0.0,0.0,0.0
1678,2015,EST,AFG,REF,15.0,16.0,1.0
1682,2015,EST,BLR,REF,7.0,7.0,0.0
1688,2015,EST,LKA,REF,7.0,9.0,2.0
1690,2015,EST,RUS,REF,14.0,16.0,2.0
